"arg_gene_id","contig_name","orf_num_in_contig_A","actual_start_A","actual_end_A","orf_direction_A","ARG_group","ARG_subtype","ARG_mechanism","mge_gene_id","orf_num_in_contig_B","actual_start_B","actual_end_B","orf_direction_B","MGE_major_category","MGE_minor_category","loc_diff","orf_diff"
"k141_295438_length_69921_cov_202.0000_21","k141_295438_length_69921_cov_202.0000",21,22696,26914,-1,"multidrug","multidrug__oqxB","Efflux pump","k141_295438_length_69921_cov_202.0000_28",28,32751,34656,-1,"replication/recombination/repair",NA,5837,7
"k141_29701_length_800413_cov_160.0087_138","k141_29701_length_800413_cov_160.0087",138,140387,142716,-1,"multidrug","multidrug__msbA","Efflux pump","k141_29701_length_800413_cov_160.0087_127",127,127886,133816,-1,"replication/recombination/repair","transfer,partitioning",6571,11
"k141_29701_length_800413_cov_160.0087_138","k141_29701_length_800413_cov_160.0087",138,140387,142716,-1,"multidrug","multidrug__msbA","Efflux pump","k141_29701_length_800413_cov_160.0087_129",129,133055,134816,-1,"replication/recombination/repair","partitioning",5571,9
"k141_29701_length_800413_cov_160.0087_138","k141_29701_length_800413_cov_160.0087",138,140387,142716,-1,"multidrug","multidrug__msbA","Efflux pump","k141_29701_length_800413_cov_160.0087_140",140,144641,145018,-1,"integration/excision",NA,1925,2
"k141_29701_length_800413_cov_160.0087_473","k141_29701_length_800413_cov_160.0087",473,515511,517760,1,"polymyxin","polymyxin__rosB","Efflux pump","k141_29701_length_800413_cov_160.0087_462",462,504311,505526,1,"phage","lysis/lysogeny,regulation",9985,11
"k141_29701_length_800413_cov_160.0087_473","k141_29701_length_800413_cov_160.0087",473,515511,517760,1,"polymyxin","polymyxin__rosB","Efflux pump","k141_29701_length_800413_cov_160.0087_480",480,525049,525854,-1,"replication/recombination/repair",NA,7289,7
"k141_29771_length_314637_cov_38.9871_190","k141_29771_length_314637_cov_38.9871",190,210609,212578,1,"multidrug","multidrug__tolC","Efflux pump","k141_29771_length_314637_cov_38.9871_185",185,205996,208516,-1,"replication/recombination/repair","partitioning",2093,5
"k141_29771_length_314637_cov_38.9871_205","k141_29771_length_314637_cov_38.9871",205,229678,230771,-1,"bacitracin","bacitracin__bacA","Antibiotic target alteration","k141_29771_length_314637_cov_38.9871_204",204,228423,230074,1,"phage","regulation,infection",396,1
"k141_29771_length_314637_cov_38.9871_205","k141_29771_length_314637_cov_38.9871",205,229678,230771,-1,"bacitracin","bacitracin__bacA","Antibiotic target alteration","k141_29771_length_314637_cov_38.9871_218",218,238961,241286,1,"replication/recombination/repair",NA,8190,13
"k141_29923_length_171964_cov_20.0000_12","k141_29923_length_171964_cov_20.0000",12,10125,11750,1,"multidrug","multidrug__MexE","Efflux pump","k141_29923_length_171964_cov_20.0000_19",19,21042,21779,-1,"phage","lysis/lysogeny",9292,7
"k141_29923_length_171964_cov_20.0000_13","k141_29923_length_171964_cov_20.0000",13,11352,15589,1,"multidrug","multidrug__adeF","Efflux pump","k141_29923_length_171964_cov_20.0000_19",19,21042,21779,-1,"phage","lysis/lysogeny",5453,6
"k141_29923_length_171964_cov_20.0000_14","k141_29923_length_171964_cov_20.0000",14,14544,16473,1,"multidrug","multidrug__adeH","Efflux pump","k141_29923_length_171964_cov_20.0000_19",19,21042,21779,-1,"phage","lysis/lysogeny",4569,5
"k141_301691_length_78817_cov_10.0000_61","k141_301691_length_78817_cov_10.0000",61,64310,66279,1,"multidrug","multidrug__tolC","Efflux pump","k141_301691_length_78817_cov_10.0000_56",56,59698,62218,-1,"replication/recombination/repair","partitioning",2092,5
"k141_30390_length_29700_cov_47.0000_12","k141_30390_length_29700_cov_47.0000",12,12721,13810,-1,"bacitracin","bacitracin__bacA","Antibiotic target alteration","k141_30390_length_29700_cov_47.0000_17",17,16461,18786,1,"replication/recombination/repair",NA,2651,5
"k141_30450_length_662404_cov_832.5512_287","k141_30450_length_662404_cov_832.5512",287,338961,343179,1,"multidrug","multidrug__oqxB","Efflux pump","k141_30450_length_662404_cov_832.5512_280",280,330652,332557,1,"replication/recombination/repair",NA,6404,7
"k141_304549_length_58931_cov_443.8863_8","k141_304549_length_58931_cov_443.8863",8,6522,10740,-1,"multidrug","multidrug__oqxB","Efflux pump","k141_304549_length_58931_cov_443.8863_15",15,16577,18482,-1,"replication/recombination/repair",NA,5837,7
"k141_30469_length_226752_cov_35.4520_32","k141_30469_length_226752_cov_35.4520",32,39360,41609,1,"polymyxin","polymyxin__rosB","Efflux pump","k141_30469_length_226752_cov_35.4520_22",22,29884,31094,1,"phage","lysis/lysogeny,regulation",8266,10
"k141_30469_length_226752_cov_35.4520_32","k141_30469_length_226752_cov_35.4520",32,39360,41609,1,"polymyxin","polymyxin__rosB","Efflux pump","k141_30469_length_226752_cov_35.4520_39",39,48252,49057,-1,"replication/recombination/repair",NA,6643,7
"k141_306736_length_19649_cov_83.0807_8","k141_306736_length_19649_cov_83.0807",8,9482,10570,-1,"bacitracin","bacitracin__bacA","Antibiotic target alteration","k141_306736_length_19649_cov_83.0807_13",13,13222,15547,1,"replication/recombination/repair",NA,2652,5
"k141_306736_length_19649_cov_83.0807_8","k141_306736_length_19649_cov_83.0807",8,9482,10570,-1,"bacitracin","bacitracin__bacA","Antibiotic target alteration","k141_306736_length_19649_cov_83.0807_15",15,17312,17993,-1,"replication/recombination/repair",NA,6742,7
"k141_307809_length_257185_cov_77.0105_158","k141_307809_length_257185_cov_77.0105",158,183780,186108,1,"multidrug","multidrug__msbA","Efflux pump","k141_307809_length_257185_cov_77.0105_166",166,192061,193822,1,"replication/recombination/repair","partitioning",5953,8
"k141_307809_length_257185_cov_77.0105_158","k141_307809_length_257185_cov_77.0105",158,183780,186108,1,"multidrug","multidrug__msbA","Efflux pump","k141_307809_length_257185_cov_77.0105_168",168,194095,2e+05,1,"replication/recombination/repair","transfer,partitioning",7987,10
"k141_30828_length_23991_cov_65.1245_1","k141_30828_length_23991_cov_65.1245",1,218,2108,-1,"multidrug","multidrug__mdtK","Efflux pump","k141_30828_length_23991_cov_65.1245_5",5,3990,4619,-1,"replication/recombination/repair",NA,1882,4
"k141_30828_length_23991_cov_65.1245_1","k141_30828_length_23991_cov_65.1245",1,218,2108,-1,"multidrug","multidrug__mdtK","Efflux pump","k141_30828_length_23991_cov_65.1245_7",7,5960,7857,1,"replication/recombination/repair","stability/transfer/defense",3852,6
"k141_31121_length_12561_cov_80.1826_4","k141_31121_length_12561_cov_80.1826",4,3377,5706,1,"multidrug","multidrug__msbA","Efflux pump","k141_31121_length_12561_cov_80.1826_2",2,600,977,1,"integration/excision",NA,2400,2
"k141_31121_length_12561_cov_80.1826_4","k141_31121_length_12561_cov_80.1826",4,3377,5706,1,"multidrug","multidrug__msbA","Efflux pump","k141_31121_length_12561_cov_80.1826_11",11,10203,11964,1,"replication/recombination/repair","partitioning",4497,7
"k141_31893_length_5556_cov_17.3793_5","k141_31893_length_5556_cov_17.3793",5,3514,5843,1,"multidrug","multidrug__msbA","Efflux pump","k141_31893_length_5556_cov_17.3793_2",2,720,1101,1,"integration/excision","regulation,lysis/lysogeny",2413,3
"k141_319891_length_16396_cov_27.0017_24","k141_319891_length_16396_cov_27.0017",24,15572,16641,1,"aminoglycoside","aminoglycoside__APH(3'')-Ib","Enzymatic inactivation","k141_319891_length_16396_cov_27.0017_22",22,11881,15726,-1,"integration/excision",NA,154,2
"k141_319891_length_16396_cov_27.0017_24","k141_319891_length_16396_cov_27.0017",24,15572,16641,1,"aminoglycoside","aminoglycoside__APH(3'')-Ib","Enzymatic inactivation","k141_319891_length_16396_cov_27.0017_23",23,14892,15709,1,"integration/excision",NA,137,1
"k141_322681_length_278140_cov_14.1513_155","k141_322681_length_278140_cov_14.1513",155,146185,147358,-1,"bacitracin","bacitracin__bacA","Antibiotic target alteration","k141_322681_length_278140_cov_14.1513_144",144,135730,136296,-1,"phage","replication/recombination/repair",9889,11
"k141_322681_length_278140_cov_14.1513_155","k141_322681_length_278140_cov_14.1513",155,146185,147358,-1,"bacitracin","bacitracin__bacA","Antibiotic target alteration","k141_322681_length_278140_cov_14.1513_146",146,136715,137743,-1,"transfer",NA,8442,9
"k141_322681_length_278140_cov_14.1513_155","k141_322681_length_278140_cov_14.1513",155,146185,147358,-1,"bacitracin","bacitracin__bacA","Antibiotic target alteration","k141_322681_length_278140_cov_14.1513_150",150,141322,142490,-1,"replication/recombination/repair","transfer",3695,5
"k141_322681_length_278140_cov_14.1513_155","k141_322681_length_278140_cov_14.1513",155,146185,147358,-1,"bacitracin","bacitracin__bacA","Antibiotic target alteration","k141_322681_length_278140_cov_14.1513_151",151,142239,142528,-1,"integration/excision","transfer,conjugation",3657,4
"k141_323260_length_197785_cov_30.7598_80","k141_323260_length_197785_cov_30.7598",80,99990,102219,-1,"bacitracin","bacitracin__bacA","Antibiotic target alteration","k141_323260_length_197785_cov_30.7598_74",74,91647,92996,-1,"transfer","competence",6994,6
"k141_323260_length_197785_cov_30.7598_80","k141_323260_length_197785_cov_30.7598",80,99990,102219,-1,"bacitracin","bacitracin__bacA","Antibiotic target alteration","k141_323260_length_197785_cov_30.7598_75",75,92657,93964,-1,"transfer","competence",6026,5
"k141_323260_length_197785_cov_30.7598_80","k141_323260_length_197785_cov_30.7598",80,99990,102219,-1,"bacitracin","bacitracin__bacA","Antibiotic target alteration","k141_323260_length_197785_cov_30.7598_83",83,104140,104913,1,"replication/recombination/repair",NA,1921,3
"k141_32497_length_32249_cov_121.8470_27","k141_32497_length_32249_cov_121.8470",27,26161,27770,1,"multidrug","multidrug__mdtH","Efflux pump","k141_32497_length_32249_cov_121.8470_30",30,29288,29621,1,"replication/recombination/repair",NA,1518,3
"k141_328838_length_198949_cov_28.1846_35","k141_328838_length_198949_cov_28.1846",35,42331,44660,1,"multidrug","multidrug__msbA","Efflux pump","k141_328838_length_198949_cov_28.1846_33",33,39553,39930,1,"integration/excision",NA,2401,2
"k141_328838_length_198949_cov_28.1846_35","k141_328838_length_198949_cov_28.1846",35,42331,44660,1,"multidrug","multidrug__msbA","Efflux pump","k141_328838_length_198949_cov_28.1846_43",43,50029,51790,1,"replication/recombination/repair","partitioning",5369,8
"k141_328838_length_198949_cov_28.1846_35","k141_328838_length_198949_cov_28.1846",35,42331,44660,1,"multidrug","multidrug__msbA","Efflux pump","k141_328838_length_198949_cov_28.1846_45",45,52054,58011,1,"replication/recombination/repair","transfer,partitioning",7394,10
"k141_33571_length_499516_cov_103.0261_20","k141_33571_length_499516_cov_103.0261",20,16336,17861,-1,"beta_lactam","beta_lactam__MIR-23","Enzymatic inactivation","k141_33571_length_499516_cov_103.0261_8",8,7943,8586,1,"phage","replication,transfer",7750,12
"k141_33571_length_499516_cov_103.0261_20","k141_33571_length_499516_cov_103.0261",20,16336,17861,-1,"beta_lactam","beta_lactam__MIR-23","Enzymatic inactivation","k141_33571_length_499516_cov_103.0261_10",10,9879,10268,1,"phage","structural",6068,10
"k141_33571_length_499516_cov_103.0261_20","k141_33571_length_499516_cov_103.0261",20,16336,17861,-1,"beta_lactam","beta_lactam__MIR-23","Enzymatic inactivation","k141_33571_length_499516_cov_103.0261_11",11,10204,12382,1,"phage","replication,chaperone",3954,9
"k141_33571_length_499516_cov_103.0261_20","k141_33571_length_499516_cov_103.0261",20,16336,17861,-1,"beta_lactam","beta_lactam__MIR-23","Enzymatic inactivation","k141_33571_length_499516_cov_103.0261_16",16,14317,14510,1,"stability/transfer/defense",NA,1826,4
"k141_33571_length_499516_cov_103.0261_165","k141_33571_length_499516_cov_103.0261",165,179066,179631,1,"fosfomycin","fosfomycin__FosA","Enzymatic inactivation","k141_33571_length_499516_cov_103.0261_158",158,174135,175292,-1,"stability/transfer/defense",NA,3774,7
"k141_33571_length_499516_cov_103.0261_165","k141_33571_length_499516_cov_103.0261",165,179066,179631,1,"fosfomycin","fosfomycin__FosA","Enzymatic inactivation","k141_33571_length_499516_cov_103.0261_159",159,175305,175926,1,"stability/transfer/defense",NA,3140,6
"k141_33981_length_124899_cov_33.4275_75","k141_33981_length_124899_cov_33.4275",75,91601,92690,1,"bacitracin","bacitracin__bacA","Antibiotic target alteration","k141_33981_length_124899_cov_33.4275_70",70,86934,89259,-1,"replication/recombination/repair",NA,2342,5
"k141_33981_length_124899_cov_33.4275_87","k141_33981_length_124899_cov_33.4275",87,105584,107514,-1,"multidrug","multidrug__tolC","Efflux pump","k141_33981_length_124899_cov_33.4275_92",92,109825,112350,1,"replication/recombination/repair","partitioning",2311,5
"k141_33981_length_124899_cov_33.4275_87","k141_33981_length_124899_cov_33.4275",87,105584,107514,-1,"multidrug","multidrug__tolC","Efflux pump","k141_33981_length_124899_cov_33.4275_97",97,114770,117789,1,"replication/recombination/repair","partitioning",7256,10
"k141_342647_length_7581_cov_8.0051_1","k141_342647_length_7581_cov_8.0051",1,209,1414,1,"macrolide-lincosamide-streptogramin","macrolide-lincosamide-streptogramin__mph(A)","Enzymatic inactivation","k141_342647_length_7581_cov_8.0051_3",3,2379,3126,1,"integration/excision",NA,965,2
"k141_342647_length_7581_cov_8.0051_1","k141_342647_length_7581_cov_8.0051",1,209,1414,1,"macrolide-lincosamide-streptogramin","macrolide-lincosamide-streptogramin__mph(A)","Enzymatic inactivation","k141_342647_length_7581_cov_8.0051_5",5,3426,4443,-1,"integration/excision",NA,2012,4
"k141_342647_length_7581_cov_8.0051_9","k141_342647_length_7581_cov_8.0051",9,6425,7542,-1,"sulfonamide","sulfonamide__sul1","Antibiotic target replacement","k141_342647_length_7581_cov_8.0051_3",3,2379,3126,1,"integration/excision",NA,3299,6
"k141_342647_length_7581_cov_8.0051_9","k141_342647_length_7581_cov_8.0051",9,6425,7542,-1,"sulfonamide","sulfonamide__sul1","Antibiotic target replacement","k141_342647_length_7581_cov_8.0051_5",5,3426,4443,-1,"integration/excision",NA,1982,4
"k141_34923_length_25882_cov_114.1967_6","k141_34923_length_25882_cov_114.1967",6,4943,6031,1,"bacitracin","bacitracin__bacA","Antibiotic target alteration","k141_34923_length_25882_cov_114.1967_1",1,276,2601,-1,"replication/recombination/repair",NA,2342,5
"k141_355594_length_47557_cov_51.0000_2","k141_355594_length_47557_cov_51.0000",2,2795,4384,-1,"multidrug","multidrug__Klebsiella pneumoniae acrA","Efflux pump","k141_355594_length_47557_cov_51.0000_5",5,8294,9491,-1,"replication/recombination/repair",NA,3910,3
"k141_355594_length_47557_cov_51.0000_2","k141_355594_length_47557_cov_51.0000",2,2795,4384,-1,"multidrug","multidrug__Klebsiella pneumoniae acrA","Efflux pump","k141_355594_length_47557_cov_51.0000_7",7,9447,10148,-1,"replication/recombination/repair",NA,5063,5
"k141_355594_length_47557_cov_51.0000_2","k141_355594_length_47557_cov_51.0000",2,2795,4384,-1,"multidrug","multidrug__Klebsiella pneumoniae acrA","Efflux pump","k141_355594_length_47557_cov_51.0000_10",10,11216,13757,1,"replication/recombination/repair",NA,6832,8
"k141_355594_length_47557_cov_51.0000_2","k141_355594_length_47557_cov_51.0000",2,2795,4384,-1,"multidrug","multidrug__Klebsiella pneumoniae acrA","Efflux pump","k141_355594_length_47557_cov_51.0000_12",12,13513,14318,1,"replication/recombination/repair",NA,9129,10
"k141_355594_length_47557_cov_51.0000_17","k141_355594_length_47557_cov_51.0000",17,19466,21695,-1,"polymyxin","polymyxin__rosB","Efflux pump","k141_355594_length_47557_cov_51.0000_5",5,8294,9491,-1,"replication/recombination/repair",NA,9975,12
"k141_355594_length_47557_cov_51.0000_17","k141_355594_length_47557_cov_51.0000",17,19466,21695,-1,"polymyxin","polymyxin__rosB","Efflux pump","k141_355594_length_47557_cov_51.0000_7",7,9447,10148,-1,"replication/recombination/repair",NA,9318,10
"k141_355594_length_47557_cov_51.0000_17","k141_355594_length_47557_cov_51.0000",17,19466,21695,-1,"polymyxin","polymyxin__rosB","Efflux pump","k141_355594_length_47557_cov_51.0000_10",10,11216,13757,1,"replication/recombination/repair",NA,5709,7
"k141_355594_length_47557_cov_51.0000_17","k141_355594_length_47557_cov_51.0000",17,19466,21695,-1,"polymyxin","polymyxin__rosB","Efflux pump","k141_355594_length_47557_cov_51.0000_12",12,13513,14318,1,"replication/recombination/repair",NA,5148,5
"k141_355594_length_47557_cov_51.0000_17","k141_355594_length_47557_cov_51.0000",17,19466,21695,-1,"polymyxin","polymyxin__rosB","Efflux pump","k141_355594_length_47557_cov_51.0000_21",21,25323,26380,-1,"transfer",NA,3628,4
"k141_355594_length_47557_cov_51.0000_17","k141_355594_length_47557_cov_51.0000",17,19466,21695,-1,"polymyxin","polymyxin__rosB","Efflux pump","k141_355594_length_47557_cov_51.0000_25",25,29719,30940,-1,"phage","lysis/lysogeny,regulation",8024,8
"k141_355594_length_47557_cov_51.0000_18","k141_355594_length_47557_cov_51.0000",18,21389,22993,-1,"polymyxin","polymyxin__rosA","Efflux pump","k141_355594_length_47557_cov_51.0000_10",10,11216,13757,1,"replication/recombination/repair",NA,7632,8
"k141_355594_length_47557_cov_51.0000_18","k141_355594_length_47557_cov_51.0000",18,21389,22993,-1,"polymyxin","polymyxin__rosA","Efflux pump","k141_355594_length_47557_cov_51.0000_12",12,13513,14318,1,"replication/recombination/repair",NA,7071,6
"k141_355594_length_47557_cov_51.0000_18","k141_355594_length_47557_cov_51.0000",18,21389,22993,-1,"polymyxin","polymyxin__rosA","Efflux pump","k141_355594_length_47557_cov_51.0000_21",21,25323,26380,-1,"transfer",NA,2330,3
"k141_355594_length_47557_cov_51.0000_18","k141_355594_length_47557_cov_51.0000",18,21389,22993,-1,"polymyxin","polymyxin__rosA","Efflux pump","k141_355594_length_47557_cov_51.0000_25",25,29719,30940,-1,"phage","lysis/lysogeny,regulation",6726,7
"k141_36180_length_131732_cov_1112.6801_51","k141_36180_length_131732_cov_1112.6801",51,64311,66647,1,"multidrug","multidrug__msbA","Efflux pump","k141_36180_length_131732_cov_1112.6801_56",56,70660,73352,1,"replication/recombination/repair","initiation,copy number control,plasmid",4013,5
"k141_36625_length_48800_cov_29.9016_8","k141_36625_length_48800_cov_29.9016",8,9550,11886,-1,"multidrug","multidrug__msbA","Efflux pump","k141_36625_length_48800_cov_29.9016_3",3,2935,5627,-1,"replication/recombination/repair","initiation,copy number control,plasmid",3923,5
"k141_36646_length_429341_cov_71.5412_154","k141_36646_length_429341_cov_71.5412",154,157958,162149,-1,"multidrug","multidrug__sdeY","Efflux pump","k141_36646_length_429341_cov_71.5412_159",159,166838,167539,-1,"replication/recombination/repair",NA,4689,5
"k141_36646_length_429341_cov_71.5412_154","k141_36646_length_429341_cov_71.5412",154,157958,162149,-1,"multidrug","multidrug__sdeY","Efflux pump","k141_36646_length_429341_cov_71.5412_162",162,168585,171154,1,"replication/recombination/repair",NA,6436,8
"k141_36646_length_429341_cov_71.5412_154","k141_36646_length_429341_cov_71.5412",154,157958,162149,-1,"multidrug","multidrug__sdeY","Efflux pump","k141_36646_length_429341_cov_71.5412_164",164,170899,171704,1,"replication/recombination/repair",NA,8750,10
"k141_36646_length_429341_cov_71.5412_155","k141_36646_length_429341_cov_71.5412",155,161127,162716,-1,"multidrug","multidrug__Enterobacter cloacae acrA","Efflux pump","k141_36646_length_429341_cov_71.5412_159",159,166838,167539,-1,"replication/recombination/repair",NA,4122,4
"k141_36646_length_429341_cov_71.5412_155","k141_36646_length_429341_cov_71.5412",155,161127,162716,-1,"multidrug","multidrug__Enterobacter cloacae acrA","Efflux pump","k141_36646_length_429341_cov_71.5412_162",162,168585,171154,1,"replication/recombination/repair",NA,5869,7
"k141_36646_length_429341_cov_71.5412_155","k141_36646_length_429341_cov_71.5412",155,161127,162716,-1,"multidrug","multidrug__Enterobacter cloacae acrA","Efflux pump","k141_36646_length_429341_cov_71.5412_164",164,170899,171704,1,"replication/recombination/repair",NA,8183,9
"k141_36646_length_429341_cov_71.5412_169","k141_36646_length_429341_cov_71.5412",169,177004,179233,-1,"polymyxin","polymyxin__rosB","Efflux pump","k141_36646_length_429341_cov_71.5412_159",159,166838,167539,-1,"replication/recombination/repair",NA,9465,10
"k141_36646_length_429341_cov_71.5412_169","k141_36646_length_429341_cov_71.5412",169,177004,179233,-1,"polymyxin","polymyxin__rosB","Efflux pump","k141_36646_length_429341_cov_71.5412_162",162,168585,171154,1,"replication/recombination/repair",NA,5850,7
"k141_36646_length_429341_cov_71.5412_169","k141_36646_length_429341_cov_71.5412",169,177004,179233,-1,"polymyxin","polymyxin__rosB","Efflux pump","k141_36646_length_429341_cov_71.5412_164",164,170899,171704,1,"replication/recombination/repair",NA,5300,5
"k141_36646_length_429341_cov_71.5412_169","k141_36646_length_429341_cov_71.5412",169,177004,179233,-1,"polymyxin","polymyxin__rosB","Efflux pump","k141_36646_length_429341_cov_71.5412_173",173,182721,183778,-1,"transfer",NA,3488,4
"k141_36646_length_429341_cov_71.5412_169","k141_36646_length_429341_cov_71.5412",169,177004,179233,-1,"polymyxin","polymyxin__rosB","Efflux pump","k141_36646_length_429341_cov_71.5412_177",177,187029,188246,-1,"phage","lysis/lysogeny,regulation",7796,8
"k141_36921_length_92373_cov_111.7399_21","k141_36921_length_92373_cov_111.7399",21,21871,22960,1,"bacitracin","bacitracin__bacA","Antibiotic target alteration","k141_36921_length_92373_cov_111.7399_16",16,17204,19529,-1,"replication/recombination/repair",NA,2342,5
"k141_36921_length_92373_cov_111.7399_33","k141_36921_length_92373_cov_111.7399",33,35853,37783,-1,"multidrug","multidrug__tolC","Efflux pump","k141_36921_length_92373_cov_111.7399_38",38,40094,42619,1,"replication/recombination/repair","partitioning",2311,5
"k141_36921_length_92373_cov_111.7399_33","k141_36921_length_92373_cov_111.7399",33,35853,37783,-1,"multidrug","multidrug__tolC","Efflux pump","k141_36921_length_92373_cov_111.7399_43",43,45039,48058,1,"replication/recombination/repair","partitioning",7256,10
"k141_37070_length_722847_cov_39.9994_462","k141_37070_length_722847_cov_39.9994",462,525209,526352,1,"bacitracin","bacitracin__bacA","Antibiotic target alteration","k141_37070_length_722847_cov_39.9994_463",463,526107,527090,-1,"integration/excision",NA,245,1
"k141_37070_length_722847_cov_39.9994_462","k141_37070_length_722847_cov_39.9994",462,525209,526352,1,"bacitracin","bacitracin__bacA","Antibiotic target alteration","k141_37070_length_722847_cov_39.9994_464",464,526946,527475,-1,"integration/excision",NA,594,2
"k141_37598_length_20850_cov_80.5097_19","k141_37598_length_20850_cov_80.5097",19,18455,20698,1,"bacitracin","bacitracin__bacA","Antibiotic target alteration","k141_37598_length_20850_cov_80.5097_16",16,15305,16078,-1,"replication/recombination/repair",NA,2377,3
"k141_38331_length_247174_cov_39.9074_137","k141_38331_length_247174_cov_39.9074",137,155685,159766,-1,"multidrug","multidrug__mexK","Efflux pump","k141_38331_length_247174_cov_39.9074_133",133,152686,153607,-1,"replication/recombination/repair",NA,2078,4
"k141_39282_length_42067_cov_22.9984_38","k141_39282_length_42067_cov_22.9984",38,37973,42116,1,"multidrug","multidrug__acrF","Efflux pump","k141_39282_length_42067_cov_22.9984_35",35,35430,35823,1,"integration/excision","replication/recombination/repair",2150,3
"k141_393243_length_9926_cov_7.0000_4","k141_393243_length_9926_cov_7.0000",4,2468,5061,-1,"macrolide-lincosamide-streptogramin","macrolide-lincosamide-streptogramin__macB","Efflux pump","k141_393243_length_9926_cov_7.0000_2",2,1527,1952,-1,"phage","replication/recombination/repair",516,2
"k141_393243_length_9926_cov_7.0000_5","k141_393243_length_9926_cov_7.0000",5,4411,5900,-1,"macrolide-lincosamide-streptogramin","macrolide-lincosamide-streptogramin__macA","Efflux pump","k141_393243_length_9926_cov_7.0000_2",2,1527,1952,-1,"phage","replication/recombination/repair",2459,3
"k141_40636_length_69291_cov_20.7721_51","k141_40636_length_69291_cov_20.7721",51,59240,61429,1,"other_peptide_antibiotics","other_peptide_antibiotics__microcin efflux pumu gene yojI","Efflux pump","k141_40636_length_69291_cov_20.7721_43",43,45348,48857,1,"replication/recombination/repair",NA,10383,8
"k141_40636_length_69291_cov_20.7721_51","k141_40636_length_69291_cov_20.7721",51,59240,61429,1,"other_peptide_antibiotics","other_peptide_antibiotics__microcin efflux pumu gene yojI","Efflux pump","k141_40636_length_69291_cov_20.7721_50",50,58513,59378,1,"replication/recombination/repair",NA,138,1
"k141_41453_length_129018_cov_138.1792_78","k141_41453_length_129018_cov_138.1792",78,67715,68804,1,"bacitracin","bacitracin__bacA","Antibiotic target alteration","k141_41453_length_129018_cov_138.1792_73",73,63059,65384,-1,"replication/recombination/repair",NA,2331,5
"k141_41453_length_129018_cov_138.1792_90","k141_41453_length_129018_cov_138.1792",90,81477,83418,-1,"multidrug","multidrug__tolC","Efflux pump","k141_41453_length_129018_cov_138.1792_95",95,85735,88260,1,"replication/recombination/repair","partitioning",2317,5
"k141_41744_length_413477_cov_52.8325_340","k141_41744_length_413477_cov_52.8325",340,353511,355840,-1,"multidrug","multidrug__msbA","Efflux pump","k141_41744_length_413477_cov_52.8325_330",330,341088,347006,-1,"replication/recombination/repair","transfer,partitioning",6505,10
"k141_41744_length_413477_cov_52.8325_340","k141_41744_length_413477_cov_52.8325",340,353511,355840,-1,"multidrug","multidrug__msbA","Efflux pump","k141_41744_length_413477_cov_52.8325_332",332,346243,348004,-1,"replication/recombination/repair","partitioning",5507,8
"k141_41744_length_413477_cov_52.8325_340","k141_41744_length_413477_cov_52.8325",340,353511,355840,-1,"multidrug","multidrug__msbA","Efflux pump","k141_41744_length_413477_cov_52.8325_342",342,357765,358146,-1,"integration/excision",NA,1925,2
"k141_41758_length_156654_cov_19.3667_134","k141_41758_length_156654_cov_19.3667",134,140204,141813,-1,"multidrug","multidrug__mdtH","Efflux pump","k141_41758_length_156654_cov_19.3667_130",130,137305,137630,-1,"replication/recombination/repair",NA,2574,4
"k141_41848_length_146069_cov_27.9731_63","k141_41848_length_146069_cov_27.9731",63,73277,74366,-1,"bacitracin","bacitracin__bacA","Antibiotic target alteration","k141_41848_length_146069_cov_27.9731_68",68,77217,79542,1,"replication/recombination/repair",NA,2851,5
"k141_41848_length_146069_cov_27.9731_63","k141_41848_length_146069_cov_27.9731",63,73277,74366,-1,"bacitracin","bacitracin__bacA","Antibiotic target alteration","k141_41848_length_146069_cov_27.9731_70",70,81243,81931,-1,"replication/recombination/repair",NA,6877,7
"k141_41848_length_146069_cov_27.9731_63","k141_41848_length_146069_cov_27.9731",63,73277,74366,-1,"bacitracin","bacitracin__bacA","Antibiotic target alteration","k141_41848_length_146069_cov_27.9731_73",73,83039,83328,-1,"phage","regulation,lysis/lysogeny",8673,10
"k141_41848_length_146069_cov_27.9731_63","k141_41848_length_146069_cov_27.9731",63,73277,74366,-1,"bacitracin","bacitracin__bacA","Antibiotic target alteration","k141_41848_length_146069_cov_27.9731_74",74,83326,84883,-1,"phage","structural",8960,11
"k141_41906_length_222488_cov_1145.4942_10","k141_41906_length_222488_cov_1145.4942",10,9467,13685,-1,"multidrug","multidrug__oqxB","Efflux pump","k141_41906_length_222488_cov_1145.4942_17",17,19522,21427,-1,"replication/recombination/repair",NA,5837,7
"k141_419260_length_18206_cov_11.0000_8","k141_419260_length_18206_cov_11.0000",8,6914,8527,1,"polymyxin","polymyxin__rosA","Efflux pump","k141_419260_length_18206_cov_11.0000_2",2,793,2006,1,"phage","lysis/lysogeny,regulation",4908,6
"k141_419260_length_18206_cov_11.0000_8","k141_419260_length_18206_cov_11.0000",8,6914,8527,1,"polymyxin","polymyxin__rosA","Efflux pump","k141_419260_length_18206_cov_11.0000_11",11,11501,11827,-1,"phage","infection,regulation",2974,3
"k141_419260_length_18206_cov_11.0000_9","k141_419260_length_18206_cov_11.0000",9,8363,10616,1,"polymyxin","polymyxin__rosB","Efflux pump","k141_419260_length_18206_cov_11.0000_2",2,793,2006,1,"phage","lysis/lysogeny,regulation",6357,7
